지점,지점명,일시,평균기온
108,서울,Nov-67,6.5
108,서울,Dec-67,-4.9
108,서울,Jan-68,-4
108,서울,Feb-68,-4.4
108,서울,Mar-68,4.4
108,서울,Apr-68,12.6
108,서울,May-68,17.2
108,서울,Jun-68,21
108,서울,Jul-68,24.7
108,서울,Aug-68,24.9
108,서울,Sep-68,20.9
108,서울,Oct-68,13
108,서울,Nov-68,7.6
108,서울,Dec-68,3.1
108,서울,Jan-69,-3.5
108,서울,Feb-69,-2.7
108,서울,Mar-69,2.9
108,서울,Apr-69,10.6
108,서울,May-69,16.4
108,서울,Jun-69,20
108,서울,Jul-69,24
108,서울,Aug-69,24.8
108,서울,Sep-69,20.8
108,서울,Oct-69,13.9
108,서울,Nov-69,5
108,서울,Dec-69,-2
108,서울,Jan-70,-4.8
108,서울,Feb-70,-0.2
108,서울,Mar-70,0.4
108,서울,Apr-70,12.2
108,서울,May-70,18.7
108,서울,Jun-70,20.5
108,서울,Jul-70,23
108,서울,Aug-70,25.9
108,서울,Sep-70,21.2
108,서울,Oct-70,14.9
108,서울,Nov-70,5.7
108,서울,Dec-70,-1
108,서울,Jan-71,-2.4
108,서울,Feb-71,-0.7
108,서울,Mar-71,2
108,서울,Apr-71,11.2
108,서울,May-71,16.6
108,서울,Jun-71,21.6
108,서울,Jul-71,23.9
108,서울,Aug-71,24.6
108,서울,Sep-71,20.6
108,서울,Oct-71,13
108,서울,Nov-71,8.7
108,서울,Dec-71,-1.2
108,서울,Jan-72,0.8
108,서울,Feb-72,-0.6
108,서울,Mar-72,5.3
108,서울,Apr-72,11.5
108,서울,May-72,16.4
108,서울,Jun-72,21.7
108,서울,Jul-72,25.7
108,서울,Aug-72,23.1
108,서울,Sep-72,19
108,서울,Oct-72,13.8
108,서울,Nov-72,5.2
108,서울,Dec-72,0.6
108,서울,Jan-73,0.4
108,서울,Feb-73,0.6
108,서울,Mar-73,4.5
108,서울,Apr-73,12.4
108,서울,May-73,17.4
108,서울,Jun-73,21.4
108,서울,Jul-73,26.8
108,서울,Aug-73,25.9
108,서울,Sep-73,20.3
108,서울,Oct-73,13
108,서울,Nov-73,4.7
108,서울,Dec-73,-3
108,서울,Jan-74,-2.4
108,서울,Feb-74,-2.1
108,서울,Mar-74,3.7
108,서울,Apr-74,10.7
108,서울,May-74,16.7
108,서울,Jun-74,19.7
108,서울,Jul-74,23.5
108,서울,Aug-74,25.1
108,서울,Sep-74,20.6
108,서울,Oct-74,12.6
108,서울,Nov-74,5.4
108,서울,Dec-74,-0.5
108,서울,Jan-75,-2.7
108,서울,Feb-75,-0.8
108,서울,Mar-75,4.4
108,서울,Apr-75,13.3
108,서울,May-75,16.7
108,서울,Jun-75,21.4
108,서울,Jul-75,24.9
108,서울,Aug-75,27
108,서울,Sep-75,22.6
108,서울,Oct-75,15.4
108,서울,Nov-75,9
108,서울,Dec-75,-1.6
108,서울,Jan-76,-3.8
108,서울,Feb-76,2.8
108,서울,Mar-76,4.8
108,서울,Apr-76,11.3
108,서울,May-76,16.7
108,서울,Jun-76,21.3
108,서울,Jul-76,23.1
108,서울,Aug-76,23.7
108,서울,Sep-76,19.9
108,서울,Oct-76,13.7
108,서울,Nov-76,3.5
108,서울,Dec-76,0.4
108,서울,Jan-77,-6.7
108,서울,Feb-77,-2.4
108,서울,Mar-77,5.4
108,서울,Apr-77,12.5
108,서울,May-77,17.4
108,서울,Jun-77,22.5
108,서울,Jul-77,26
108,서울,Aug-77,24.6
108,서울,Sep-77,21.5
108,서울,Oct-77,16.7
108,서울,Nov-77,7.6
108,서울,Dec-77,2.4
108,서울,Jan-78,-2.4
108,서울,Feb-78,-2.5
108,서울,Mar-78,4.2
108,서울,Apr-78,11.5
108,서울,May-78,18.5
108,서울,Jun-78,21.9
108,서울,Jul-78,26.4
108,서울,Aug-78,25.8
108,서울,Sep-78,20.9
108,서울,Oct-78,14.5
108,서울,Nov-78,7.9
108,서울,Dec-78,1.6
108,서울,Jan-79,0.9
108,서울,Feb-79,0.6
108,서울,Mar-79,6
108,서울,Apr-79,11.2
108,서울,May-79,16.5
108,서울,Jun-79,21.4
108,서울,Jul-79,24.3
108,서울,Aug-79,25.4
108,서울,Sep-79,20.1
108,서울,Oct-79,15.9
108,서울,Nov-79,5.7
108,서울,Dec-79,1.4
108,서울,Jan-80,-3.7
108,서울,Feb-80,-3.1
108,서울,Mar-80,5.2
108,서울,Apr-80,10.1
108,서울,May-80,16.5
108,서울,Jun-80,21.6
108,서울,Jul-80,22.7
108,서울,Aug-80,22.8
108,서울,Sep-80,19.6
108,서울,Oct-80,13
108,서울,Nov-80,8.6
108,서울,Dec-80,-3.8
108,서울,Jan-81,-7
108,서울,Feb-81,-1.4
108,서울,Mar-81,5.7
108,서울,Apr-81,11.9
108,서울,May-81,15.9
108,서울,Jun-81,21.8
108,서울,Jul-81,25.4
108,서울,Aug-81,24.5
108,서울,Sep-81,20
108,서울,Oct-81,13.4
108,서울,Nov-81,3.6
108,서울,Dec-81,0.1
108,서울,Jan-82,-3.5
108,서울,Feb-82,0.6
108,서울,Mar-82,5.9
108,서울,Apr-82,12.3
108,서울,May-82,17.9
108,서울,Jun-82,21.9
108,서울,Jul-82,25.1
108,서울,Aug-82,25.4
108,서울,Sep-82,20.8
108,서울,Oct-82,15.8
108,서울,Nov-82,7.9
108,서울,Dec-82,-0.1
108,서울,Jan-83,-1.7
108,서울,Feb-83,-1.7
108,서울,Mar-83,6.4
108,서울,Apr-83,13.6
108,서울,May-83,18.5
108,서울,Jun-83,22.2
108,서울,Jul-83,23.6
108,서울,Aug-83,26
108,서울,Sep-83,22
108,서울,Oct-83,14.2
108,서울,Nov-83,6.7
108,서울,Dec-83,-1.1
108,서울,Jan-84,-5.9
108,서울,Feb-84,-3.5
108,서울,Mar-84,2.5
108,서울,Apr-84,12.1
108,서울,May-84,18.2
108,서울,Jun-84,22.6
108,서울,Jul-84,25.2
108,서울,Aug-84,26.3
108,서울,Sep-84,20.1
108,서울,Oct-84,13.8
108,서울,Nov-84,8.1
108,서울,Dec-84,-0.9
108,서울,Jan-85,-5.9
108,서울,Feb-85,-0.3
108,서울,Mar-85,4.3
108,서울,Apr-85,11.6
108,서울,May-85,18.1
108,서울,Jun-85,22.1
108,서울,Jul-85,25.3
108,서울,Aug-85,26.3
108,서울,Sep-85,20.2
108,서울,Oct-85,14.7
108,서울,Nov-85,5.6
108,서울,Dec-85,-3.4
108,서울,Jan-86,-5.4
108,서울,Feb-86,-3.3
108,서울,Mar-86,4.9
108,서울,Apr-86,11.9
108,서울,May-86,17.1
108,서울,Jun-86,21.9
108,서울,Jul-86,23.5
108,서울,Aug-86,24.5
108,서울,Sep-86,19.9
108,서울,Oct-86,12.7
108,서울,Nov-86,5.2
108,서울,Dec-86,1.9
108,서울,Jan-87,-3
108,서울,Feb-87,-0.1
108,서울,Mar-87,4
108,서울,Apr-87,10.8
108,서울,May-87,17
108,서울,Jun-87,22.4
108,서울,Jul-87,23.7
108,서울,Aug-87,24.4
108,서울,Sep-87,20.1
108,서울,Oct-87,15.5
108,서울,Nov-87,7.5
108,서울,Dec-87,0.9
108,서울,Jan-88,-2.1
108,서울,Feb-88,-1.5
108,서울,Mar-88,4.3
108,서울,Apr-88,11.3
108,서울,May-88,17.9
108,서울,Jun-88,22.3
108,서울,Jul-88,24.4
108,서울,Aug-88,26.4
108,서울,Sep-88,21.4
108,서울,Oct-88,15
108,서울,Nov-88,5.5
108,서울,Dec-88,0.1
108,서울,Jan-89,0.8
108,서울,Feb-89,2.4
108,서울,Mar-89,6.1
108,서울,Apr-89,14.3
108,서울,May-89,17.9
108,서울,Jun-89,21.2
108,서울,Jul-89,24.5
108,서울,Aug-89,25.5
108,서울,Sep-89,20.7
108,서울,Oct-89,13.6
108,서울,Nov-89,7.1
108,서울,Dec-89,1.4
108,서울,Jan-90,-3.2
108,서울,Feb-90,2.7
108,서울,Mar-90,7.2
108,서울,Apr-90,11.3
108,서울,May-90,16.2
108,서울,Jun-90,20.7
108,서울,Jul-90,24.9
108,서울,Aug-90,26.4
108,서울,Sep-90,21.1
108,서울,Oct-90,15.4
108,서울,Nov-90,10
108,서울,Dec-90,0.8
108,서울,Jan-91,-2.6
108,서울,Feb-91,-0.9
108,서울,Mar-91,4.9
108,서울,Apr-91,13
108,서울,May-91,17.5
108,서울,Jun-91,22.6
108,서울,Jul-91,24.3
108,서울,Aug-91,25.5
108,서울,Sep-91,21.1
108,서울,Oct-91,13.8
108,서울,Nov-91,6.5
108,서울,Dec-91,2.2
108,서울,Jan-92,-0.2
108,서울,Feb-92,0.7
108,서울,Mar-92,7.6
108,서울,Apr-92,12
108,서울,May-92,16.4
108,서울,Jun-92,20.9
108,서울,Jul-92,24.8
108,서울,Aug-92,24.8
108,서울,Sep-92,20.9
108,서울,Oct-92,14
108,서울,Nov-92,6.2
108,서울,Dec-92,1.5
108,서울,Jan-93,-1.9
108,서울,Feb-93,1
108,서울,Mar-93,5.8
108,서울,Apr-93,10.6
108,서울,May-93,18.2
108,서울,Jun-93,21.3
108,서울,Jul-93,23.3
108,서울,Aug-93,23.2
108,서울,Sep-93,21.2
108,서울,Oct-93,13.4
108,서울,Nov-93,8.5
108,서울,Dec-93,-0.2
108,서울,Jan-94,-0.9
108,서울,Feb-94,0.8
108,서울,Mar-94,4
108,서울,Apr-94,15.2
108,서울,May-94,17.9
108,서울,Jun-94,22.8
108,서울,Jul-94,28.5
108,서울,Aug-94,27.6
108,서울,Sep-94,21
108,서울,Oct-94,15.2
108,서울,Nov-94,9.3
108,서울,Dec-94,1.1
108,서울,Jan-95,-2.1
108,서울,Feb-95,1.2
108,서울,Mar-95,6
108,서울,Apr-95,11.3
108,서울,May-95,17.1
108,서울,Jun-95,21.6
108,서울,Jul-95,24.5
108,서울,Aug-95,26
108,서울,Sep-95,20
108,서울,Oct-95,15.5
108,서울,Nov-95,6.2
108,서울,Dec-95,-1
108,서울,Jan-96,-2.2
108,서울,Feb-96,-1.6
108,서울,Mar-96,4.9
108,서울,Apr-96,10.2
108,서울,May-96,18.4
108,서울,Jun-96,22.3
108,서울,Jul-96,24.4
108,서울,Aug-96,26
108,서울,Sep-96,22
108,서울,Oct-96,14.5
108,서울,Nov-96,6.1
108,서울,Dec-96,1.6
108,서울,Jan-97,-3.3
108,서울,Feb-97,0.7
108,서울,Mar-97,6.8
108,서울,Apr-97,13
108,서울,May-97,17
108,서울,Jun-97,23.4
108,서울,Jul-97,26.1
108,서울,Aug-97,26.8
108,서울,Sep-97,20.2
108,서울,Oct-97,13.4
108,서울,Nov-97,8.8
108,서울,Dec-97,1.8
108,서울,Jan-98,-1.3
108,서울,Feb-98,3.4
108,서울,Mar-98,7.3
108,서울,Apr-98,15.6
108,서울,May-98,19
108,서울,Jun-98,21.9
108,서울,Jul-98,24.9
108,서울,Aug-98,25
108,서울,Sep-98,23
108,서울,Oct-98,17
108,서울,Nov-98,7.3
108,서울,Dec-98,2.3
108,서울,Jan-99,-0.8
108,서울,Feb-99,0.7
108,서울,Mar-99,6.7
108,서울,Apr-99,13.9
108,서울,May-99,17.5
108,서울,Jun-99,23.1
108,서울,Jul-99,25.9
108,서울,Aug-99,26
108,서울,Sep-99,22.9
108,서울,Oct-99,14.3
108,서울,Nov-99,7.9
108,서울,Dec-99,0.4
108,서울,Jan-00,-2.1
108,서울,Feb-00,-1.7
108,서울,Mar-00,6.3
108,서울,Apr-00,11.9
108,서울,May-00,17.5
108,서울,Jun-00,23.7
108,서울,Jul-00,26.8
108,서울,Aug-00,26.2
108,서울,Sep-00,20.7
108,서울,Oct-00,14.9
108,서울,Nov-00,7
108,서울,Dec-00,0.9
108,서울,Jan-01,-4.1
108,서울,Feb-01,-0.3
108,서울,Mar-01,5
108,서울,Apr-01,13.6
108,서울,May-01,19.1
108,서울,Jun-01,22.5
108,서울,Jul-01,25.9
108,서울,Aug-01,26.5
108,서울,Sep-01,22.5
108,서울,Oct-01,16.5
108,서울,Nov-01,7
108,서울,Dec-01,-0.6
108,서울,Jan-02,0.3
108,서울,Feb-02,2.9
108,서울,Mar-02,7.6
108,서울,Apr-02,13.6
108,서울,May-02,18.2
108,서울,Jun-02,22.2
108,서울,Jul-02,25.2
108,서울,Aug-02,24.2
108,서울,Sep-02,21.6
108,서울,Oct-02,12.8
108,서울,Nov-02,4
108,서울,Dec-02,1.7
108,서울,Jan-03,-2.5
108,서울,Feb-03,2.7
108,서울,Mar-03,6.5
108,서울,Apr-03,13.2
108,서울,May-03,19.6
108,서울,Jun-03,21.5
108,서울,Jul-03,23.8
108,서울,Aug-03,24.1
108,서울,Sep-03,20.9
108,서울,Oct-03,13.9
108,서울,Nov-03,9.5
108,서울,Dec-03,0.7
108,서울,Jan-04,-1.5
108,서울,Feb-04,2.3
108,서울,Mar-04,6.3
108,서울,Apr-04,13.1
108,서울,May-04,17.6
108,서울,Jun-04,23.2
108,서울,Jul-04,24.8
108,서울,Aug-04,26.1
108,서울,Sep-04,21.7
108,서울,Oct-04,15.2
108,서울,Nov-04,9.1
108,서울,Dec-04,1.9
108,서울,Jan-05,-2.5
108,서울,Feb-05,-1.9
108,서울,Mar-05,4.1
108,서울,Apr-05,13.2
108,서울,May-05,17.7
108,서울,Jun-05,22.7
108,서울,Jul-05,25.3
108,서울,Aug-05,25.1
108,서울,Sep-05,21.8
108,서울,Oct-05,14.7
108,서울,Nov-05,8.6
108,서울,Dec-05,-3.9
108,서울,Jan-06,-0.2
108,서울,Feb-06,0.1
108,서울,Mar-06,5.2
108,서울,Apr-06,11.6
108,서울,May-06,18.4
108,서울,Jun-06,21.8
108,서울,Jul-06,23.1
108,서울,Aug-06,27
108,서울,Sep-06,21.1
108,서울,Oct-06,17.9
108,서울,Nov-06,8.4
108,서울,Dec-06,1.4
108,서울,Jan-07,0.4
108,서울,Feb-07,4
108,서울,Mar-07,6.1
108,서울,Apr-07,11.4
108,서울,May-07,18.1
108,서울,Jun-07,23.2
108,서울,Jul-07,24.2
108,서울,Aug-07,26.5
108,서울,Sep-07,21.5
108,서울,Oct-07,15.1
108,서울,Nov-07,6.7
108,서울,Dec-07,1.8
108,서울,Jan-08,-1.7
108,서울,Feb-08,-1.2
108,서울,Mar-08,7.3
108,서울,Apr-08,14.1
108,서울,May-08,17.7
108,서울,Jun-08,21.5
108,서울,Jul-08,25.1
108,서울,Aug-08,25.3
108,서울,Sep-08,22
108,서울,Oct-08,16.1
108,서울,Nov-08,7.6
108,서울,Dec-08,1.1
108,서울,Jan-09,-2
108,서울,Feb-09,2.9
108,서울,Mar-09,6
108,서울,Apr-09,12.7
108,서울,May-09,19.1
108,서울,Jun-09,22.4
108,서울,Jul-09,24.3
108,서울,Aug-09,25.7
108,서울,Sep-09,21.8
108,서울,Oct-09,16
108,서울,Nov-09,6.9
108,서울,Dec-09,-1
108,서울,Jan-10,-4.5
108,서울,Feb-10,1.4
108,서울,Mar-10,4.3
108,서울,Apr-10,9.5
108,서울,May-10,17.2
108,서울,Jun-10,23.4
108,서울,Jul-10,25.8
108,서울,Aug-10,26.5
108,서울,Sep-10,21.8
108,서울,Oct-10,14.5
108,서울,Nov-10,6.5
108,서울,Dec-10,-1.3
108,서울,Jan-11,-7.2
108,서울,Feb-11,1.2
108,서울,Mar-11,3.6
108,서울,Apr-11,10.7
108,서울,May-11,17.9
108,서울,Jun-11,22
108,서울,Jul-11,24.6
108,서울,Aug-11,25.8
108,서울,Sep-11,21.8
108,서울,Oct-11,14.2
108,서울,Nov-11,10.7
108,서울,Dec-11,-0.9
108,서울,Jan-12,-2.8
108,서울,Feb-12,-2
108,서울,Mar-12,5.1
108,서울,Apr-12,12.3
108,서울,May-12,19.7
108,서울,Jun-12,24.1
108,서울,Jul-12,25.4
108,서울,Aug-12,27.1
108,서울,Sep-12,21
108,서울,Oct-12,15.3
108,서울,Nov-12,5.5
108,서울,Dec-12,-4.1
108,서울,Jan-13,-3.4
108,서울,Feb-13,-1.2
108,서울,Mar-13,5.1
108,서울,Apr-13,10
108,서울,May-13,18.2
108,서울,Jun-13,24.4
108,서울,Jul-13,25.5
108,서울,Aug-13,27.7
108,서울,Sep-13,21.8
108,서울,Oct-13,15.8
108,서울,Nov-13,6.2
108,서울,Dec-13,-0.2
108,서울,Jan-14,-0.7
108,서울,Feb-14,1.9
108,서울,Mar-14,7.9
108,서울,Apr-14,14
108,서울,May-14,18.9
108,서울,Jun-14,23.1
108,서울,Jul-14,26.1
108,서울,Aug-14,25.2
108,서울,Sep-14,22.1
108,서울,Oct-14,15.6
108,서울,Nov-14,9
108,서울,Dec-14,-2.9
108,서울,Jan-15,-0.9
108,서울,Feb-15,1
108,서울,Mar-15,6.3
108,서울,Apr-15,13.3
108,서울,May-15,18.9
108,서울,Jun-15,23.6
108,서울,Jul-15,25.8
108,서울,Aug-15,26.3
108,서울,Sep-15,22.4
108,서울,Oct-15,15.5
108,서울,Nov-15,8.9
108,서울,Dec-15,1.6
108,서울,Jan-16,-3.2
108,서울,Feb-16,0.2
108,서울,Mar-16,7
108,서울,Apr-16,14.1
108,서울,May-16,19.6
108,서울,Jun-16,23.6
108,서울,Jul-16,26.2
108,서울,Aug-16,28
108,서울,Sep-16,23.1
108,서울,Oct-16,16.1
108,서울,Nov-16,6.8
108,서울,Dec-16,1.2
108,서울,Jan-17,-1.8
108,서울,Feb-17,-0.2
108,서울,Mar-17,6.3
108,서울,Apr-17,13.9
108,서울,May-17,19.5
108,서울,Jun-17,23.3
108,서울,Jul-17,26.9
108,서울,Aug-17,25.9
108,서울,Sep-17,22.1
108,서울,Oct-17,16.4
108,서울,Nov-17,5.6
108,서울,Dec-17,-1.9
108,서울,Jan-18,-4
108,서울,Feb-18,-1.6
108,서울,Mar-18,8.1
108,서울,Apr-18,13
108,서울,May-18,18.2
108,서울,Jun-18,23.1
108,서울,Jul-18,27.8
108,서울,Aug-18,28.8
108,서울,Sep-18,21.5
108,서울,Oct-18,13.1
108,서울,Nov-18,7.8
108,서울,Dec-18,-0.6
108,서울,Jan-19,-0.9
108,서울,Feb-19,1
108,서울,Mar-19,7.1
108,서울,Apr-19,12.1
108,서울,May-19,19.4
108,서울,Jun-19,22.5
108,서울,Jul-19,25.9
108,서울,Aug-19,27.2
108,서울,Sep-19,22.6
108,서울,Oct-19,16.4
108,서울,Nov-19,7.6
108,서울,Dec-19,1.4
108,서울,Jan-20,1.6
108,서울,Feb-20,2.5
108,서울,Mar-20,7.7
108,서울,Apr-20,11.1
108,서울,May-20,18
108,서울,Jun-20,23.9
108,서울,Jul-20,24.1
108,서울,Aug-20,26.5
108,서울,Sep-20,21.4
108,서울,Oct-20,14.3
108,서울,Nov-20,8
108,서울,Dec-20,-0.3
108,서울,Jan-21,-2.4
108,서울,Feb-21,2.7
108,서울,Mar-21,9
108,서울,Apr-21,14.2
108,서울,May-21,17.1
108,서울,Jun-21,22.8
108,서울,Jul-21,28.1
108,서울,Aug-21,25.9
108,서울,Sep-21,22.6
108,서울,Oct-21,15.6
108,서울,Nov-21,8.2
108,서울,Dec-21,0.6
108,서울,Jan-22,-2.2
108,서울,Feb-22,-1.1
108,서울,Mar-22,7.7
108,서울,Apr-22,14.8
108,서울,May-22,19.1
108,서울,Jun-22,23.3
108,서울,Jul-22,27.3
108,서울,Aug-22,25.7
108,서울,Sep-22,22.4
108,서울,Oct-22,14.6
108,서울,Nov-22,10
108,서울,Dec-22,-2.8
108,서울,Jan-23,-1.5
108,서울,Feb-23,2.3
108,서울,Mar-23,9.8
108,서울,Apr-23,13.8
108,서울,May-23,19.5
108,서울,Jun-23,23.4
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
